Track Name,Segment,Latitude,Longitude,Time,Elevation(m),Course(deg),Speed(m/s),Zone,Easting(m),Northing(m),X(m),Y(m),Z(m),Distance(m),Forward Azimuth,Reverse Azimuth,Time(s),Speed(m/s),Julian Date,Index
Track,0,-35.229397,149.064901,2013-12-25T00:19:43Z,602.20,275.1,1.50,55H,687912.007,6099563.386,-4474264.605,2681516.120,-3659032.388,6.309,271.592,91.592,4621.000,1.58,2456651.513692129,1011
Track,0,-35.229396,149.064832,2013-12-25T00:19:47Z,603.60,272.5,1.50,55H,687905.705,6099563.692,-4474262.430,2681522.170,-3659033.053,5.671,270.314,90.314,4625.000,1.13,2456651.513738426,1012
Track,0,-35.229395,149.064770,2013-12-25T00:19:52Z,604.50,267.1,0.75,55H,687900.035,6099563.841,-4474260.161,2681527.422,-3659033.547,6.490,259.571,79.571,4630.000,1.62,2456651.513796296,1013
Track,0,-35.229406,149.064700,2013-12-25T00:19:56Z,605.60,259.4,1.50,55H,687893.629,6099562.799,-4474257.068,2681533.011,-3659035.141,6.454,255.649,75.649,4634.000,1.61,2456651.513842592,1014
Track,0,-35.229420,149.064631,2013-12-25T00:20:00Z,605.40,255.3,1.50,55H,687887.344,6099561.330,-4474252.922,2681537.817,-3659036.333,12.077,247.579,67.579,4638.000,1.51,2456651.513888889,1015
Track,0,-35.229462,149.064508,2013-12-25T00:20:08Z,607.30,253.7,1.50,55H,687876.086,6099556.956,-4474246.234,2681546.826,-3659041.192,5.954,261.416,81.416,4646.000,1.49,2456651.513981482,1017
Track,0,-35.229470,149.064444,2013-12-25T00:20:12Z,607.10,261.4,1.25,55H,687870.181,6099556.190,-4474242.627,2681551.528,-3659041.802,10.803,252.827,72.827,4650.000,1.08,2456651.514027778,1018
Track,0,-35.229499,149.064330,2013-12-25T00:20:22Z,606.90,254.6,1.00,55H,687859.796,6099553.215,-4474235.602,2681559.352,-3659044.293,11.359,251.957,71.957,4660.000,1.03,2456651.514143519,1020
Track,0,-35.229530,149.064212,2013-12-25T00:20:33Z,605.50,258.7,0.75,55H,687848.924,6099549.923,-4474227.328,2681566.986,-3659046.359,5.615,276.455,96.455,4671.000,1.12,2456651.514270833,1022
Track,0,-35.229525,149.064150,2013-12-25T00:20:38Z,605.10,nan,0.00,55H,687843.359,6099550.670,-4474224.491,2681571.791,-3659045.613,5.501,261.299,81.299,4676.000,0.79,2456651.514328704,1023
Track,0,-35.229532,149.064091,2013-12-25T00:20:45Z,604.90,256.7,1.00,55H,687837.905,6099549.951,-4474221.144,2681576.125,-3659046.177,10.714,247.632,67.632,4683.000,1.19,2456651.514409722,1024
Track,0,-35.229569,149.063982,2013-12-25T00:20:54Z,604.10,nan,0.00,55H,687827.914,6099546.080,-4474213.472,2681583.079,-3659049.046,10.831,255.308,75.308,4692.000,1.35,2456651.514513889,1026
Track,0,-35.229594,149.063867,2013-12-25T00:21:02Z,604.80,259.9,1.00,55H,687817.382,6099543.552,-4474207.217,2681591.545,-3659051.694,6.934,259.891,79.891,4700.000,2.31,2456651.514606481,1028
Track,0,-35.229605,149.063792,2013-12-25T00:21:05Z,606.70,255.5,1.25,55H,687810.532,6099542.477,-4474204.436,2681597.838,-3659053.784,11.329,260.092,80.092,4703.000,2.27,2456651.514641204,1029
Track,0,-35.229622,149.063669,2013-12-25T00:21:10Z,607.30,267.9,1.25,55H,687799.334,6099540.760,-4474198.154,2681607.085,-3659055.723,10.517,265.262,85.262,4708.000,1.75,2456651.514699074,1031
Track,0,-35.229630,149.063554,2013-12-25T00:21:16Z,606.30,277.7,1.25,55H,687788.837,6099540.109,-4474191.635,2681615.398,-3659055.856,11.751,273.491,93.491,4714.000,1.47,2456651.514768519,1033
Track,0,-35.229624,149.063425,2013-12-25T00:21:24Z,606.10,282.5,1.25,55H,687777.124,6099541.068,-4474185.819,2681625.588,-3659055.156,5.506,276.015,96.015,4722.000,1.38,2456651.514861111,1035
Track,0,-35.229618,149.063365,2013-12-25T00:21:28Z,606.30,279.0,1.25,55H,687771.662,6099541.759,-4474183.429,2681630.540,-3659054.800,10.297,273.138,93.138,4726.000,1.29,2456651.514907408,1036
Track,0,-35.229613,149.063252,2013-12-25T00:21:36Z,606.10,283.6,1.25,55H,687761.394,6099542.536,-4474178.282,2681639.443,-3659054.224,11.202,283.710,103.710,4734.000,1.24,2456651.515000000,1038
Track,0,-35.229589,149.063132,2013-12-25T00:21:45Z,605.80,302.9,1.25,55H,687750.568,6099545.416,-4474173.790,2681649.440,-3659051.882,11.091,328.313,148.313,4743.000,1.23,2456651.515104167,1040
Track,0,-35.229504,149.063068,2013-12-25T00:21:54Z,605.70,323.9,1.25,55H,687744.939,6099554.974,-4474175.395,2681657.194,-3659044.114,5.057,338.467,158.467,4752.000,1.26,2456651.515208333,1042
Track,0,-35.229462,149.063048,2013-12-25T00:21:58Z,604.40,338.7,1.25,55H,687743.181,6099559.715,-4474175.857,2681659.636,-3659039.522,5.559,337.997,157.997,4756.000,1.39,2456651.515254630,1043
Track,0,-35.229416,149.063025,2013-12-25T00:22:02Z,604.50,332.3,1.25,55H,687741.206,6099564.912,-4474177.407,2681662.993,-3659035.368,5.498,328.517,148.517,4760.000,1.37,2456651.515300926,1044
Track,0,-35.229373,149.062994,2013-12-25T00:22:06Z,607.00,329.8,1.25,55H,687738.433,6099569.660,-4474180.003,2681667.897,-3659032.980,12.257,326.976,146.976,4764.000,1.23,2456651.515347222,1045
Track,0,-35.229281,149.062920,2013-12-25T00:22:16Z,608.00,338.9,1.25,55H,687731.967,6099580.073,-4474182.354,2681677.095,-3659025.162,12.919,334.408,154.408,4774.000,1.17,2456651.515462963,1047
Track,0,-35.229176,149.062859,2013-12-25T00:22:27Z,609.80,339.2,1.25,55H,687726.630,6099591.839,-4474186.512,2681686.093,-3659016.682,5.801,338.109,158.109,4785.000,1.16,2456651.515590278,1049
Track,0,-35.229127,149.062835,2013-12-25T00:22:32Z,610.00,343.9,1.25,55H,687724.579,6099597.266,-4474188.203,2681689.629,-3659012.399,11.647,342.632,162.632,4790.000,0.73,2456651.515648148,1050
Track,0,-35.229027,149.062797,2013-12-25T00:22:48Z,607.90,337.6,1.25,55H,687721.334,6099608.451,-4474190.445,2681695.026,-3659002.107,6.997,340.988,160.988,4806.000,1.75,2456651.515833333,1052
Track,0,-35.228967,149.062772,2013-12-25T00:22:52Z,609.70,338.0,1.25,55H,687719.193,6099615.113,-4474193.808,2681699.699,-3658997.741,7.987,336.588,156.588,4810.000,1.60,2456651.515879630,1053
Track,0,-35.228901,149.062737,2013-12-25T00:22:57Z,608.40,327.4,1.25,55H,687716.172,6099622.507,-4474194.892,2681704.049,-3658991.004,6.039,332.151,152.152,4815.000,1.51,2456651.515937500,1054
Track,0,-35.228853,149.062706,2013-12-25T00:23:01Z,608.60,327.3,1.25,55H,687713.463,6099627.904,-4474196.224,2681708.137,-3658986.757,7.214,327.387,147.387,4819.000,1.20,2456651.515983796,1055
Track,0,-35.228798,149.062663,2013-12-25T00:23:07Z,606.10,316.6,1.25,55H,687709.701,6099634.060,-4474195.480,2681712.225,-3658980.351,12.760,318.259,138.260,4825.000,1.60,2456651.516053241,1056
Track,0,-35.228712,149.062570,2013-12-25T00:23:15Z,604.80,326.0,1.25,55H,687701.405,6099643.756,-4474194.912,2681721.790,-3658971.823,12.408,322.613,142.613,4833.000,1.55,2456651.516145833,1058
Track,0,-35.228624,149.062487,2013-12-25T00:23:23Z,604.90,327.3,1.25,55H,687694.078,6099653.770,-4474195.987,2681731.218,-3658963.827,11.974,319.852,139.852,4841.000,1.50,2456651.516238426,1060
Track,0,-35.228541,149.062402,2013-12-25T00:23:31Z,606.20,327.7,1.25,55H,687686.549,6099663.081,-4474197.457,2681741.102,-3658957.099,6.197,337.946,157.946,4849.000,1.55,2456651.516331018,1062
Track,0,-35.228489,149.062377,2013-12-25T00:23:35Z,606.00,328.6,1.25,55H,687684.342,6099668.872,-4474198.963,2681744.717,-3658952.292,12.309,314.960,134.960,4853.000,1.54,2456651.516377315,1063
Track,0,-35.228411,149.062281,2013-12-25T00:23:43Z,609.00,309.5,1.25,55H,687675.814,6099677.749,-4474200.891,2681756.028,-3658946.917,5.461,297.018,117.018,4861.000,1.37,2456651.516469907,1065
Track,0,-35.228389,149.062228,2013-12-25T00:23:47Z,608.60,290.1,1.25,55H,687671.001,6099680.331,-4474199.336,2681760.769,-3658944.659,11.646,292.937,112.937,4865.000,1.29,2456651.516516204,1066
Track,0,-35.228348,149.062110,2013-12-25T00:23:56Z,607.20,290.1,1.25,55H,687660.372,6099685.091,-4474195.087,2681770.728,-3658940.144,11.417,291.808,111.808,4874.000,1.27,2456651.516620371,1068
Track,0,-35.228309,149.061994,2013-12-25T00:24:05Z,608.50,285.3,1.25,55H,687649.862,6099689.552,-4474192.646,2681781.624,-3658937.429,11.864,292.261,112.261,4883.000,1.19,2456651.516724537,1070
Track,0,-35.228269,149.061873,2013-12-25T00:24:15Z,608.20,289.3,1.25,55H,687638.978,6099694.274,-4474189.015,2681792.250,-3658933.584,11.871,292.125,112.126,4893.000,1.19,2456651.516840278,1072
Track,0,-35.228229,149.061752,2013-12-25T00:24:25Z,611.50,293.0,1.25,55H,687628.075,6099698.972,-4474187.885,2681804.395,-3658931.835,11.237,304.858,124.858,4903.000,1.25,2456651.516956019,1074
Track,0,-35.228171,149.061651,2013-12-25T00:24:34Z,608.90,293.7,1.00,55H,687618.990,6099705.585,-4474184.500,2681813.118,-3658925.088,7.866,270.590,90.590,4912.000,0.98,2456651.517060185,1076
Track,0,-35.228170,149.061564,2013-12-25T00:24:42Z,608.00,283.8,1.00,55H,687611.127,6099705.829,-4474179.866,2681819.511,-3658924.503,6.700,262.569,82.569,4920.000,2.23,2456651.517152778,1077
Track,0,-35.228178,149.061491,2013-12-25T00:24:45Z,607.70,254.2,1.50,55H,687604.467,6099705.101,-4474175.811,2681824.826,-3658925.038,6.553,252.278,72.278,4923.000,2.18,2456651.517187500,1078
Track,0,-35.228196,149.061423,2013-12-25T00:24:48Z,608.70,250.0,1.50,55H,687598.185,6099703.236,-4474172.315,2681830.009,-3658927.244,5.883,250.281,70.281,4926.000,1.96,2456651.517222222,1079
Track,0,-35.228214,149.061362,2013-12-25T00:24:51Z,606.60,245.8,1.50,55H,687592.607,6099701.367,-4474167.014,2681833.289,-3658927.654,11.518,250.971,70.971,4929.000,1.65,2456651.517256944,1080
Track,0,-35.228248,149.061242,2013-12-25T00:24:58Z,604.70,257.3,1.50,55H,687581.642,6099697.838,-4474158.226,2681840.717,-3658929.626,13.512,264.421,84.421,4936.000,1.50,2456651.517337963,1082
Track,0,-35.228259,149.061095,2013-12-25T00:25:07Z,605.80,267.2,1.25,55H,687568.170,6099696.804,-4474151.432,2681852.325,-3658931.334,5.803,268.565,88.565,4945.000,1.45,2456651.517442130,1084
Track,0,-35.228261,149.061031,2013-12-25T00:25:11Z,607.30,261.6,1.25,55H,687562.366,6099696.779,-4474149.428,2681857.888,-3658932.318,12.925,254.251,74.251,4949.000,1.44,2456651.517488426,1085
Track,0,-35.228292,149.060894,2013-12-25T00:25:20Z,608.10,257.6,1.25,55H,687549.856,6099693.530,-4474141.857,2681867.855,-3658935.645,5.707,253.963,73.963,4958.000,1.43,2456651.517592593,1087
Track,0,-35.228307,149.060834,2013-12-25T00:25:24Z,608.70,254.6,1.50,55H,687544.339,6099692.067,-4474138.677,2681872.344,-3658937.279,10.984,247.341,67.341,4962.000,1.00,2456651.517638889,1088
Track,0,-35.228345,149.060723,2013-12-25T00:25:35Z,609.90,nan,0.00,55H,687534.118,6099688.047,-4474132.213,2681880.287,-3658941.428,13.708,248.222,68.222,4973.000,1.37,2456651.517766204,1090
Track,0,-35.228391,149.060583,2013-12-25T00:25:45Z,610.00,257.7,1.50,55H,687521.285,6099683.226,-4474123.221,2681889.740,-3658945.641,11.900,257.086,77.086,4983.000,1.49,2456651.517881944,1092
Track,0,-35.228414,149.060456,2013-12-25T00:25:53Z,610.00,255.7,1.25,55H,687509.634,6099680.808,-4474115.941,2681898.900,-3658947.813,8.675,264.613,84.613,4991.000,1.45,2456651.517974537,1094
Track,0,-35.228422,149.060361,2013-12-25T00:25:59Z,611.20,261.0,1.25,55H,687500.982,6099680.173,-4474111.939,2681906.571,-3658949.171,5.588,257.677,77.677,4997.000,1.40,2456651.518043981,1095
Track,0,-35.228433,149.060301,2013-12-25T00:26:03Z,611.10,250.1,1.25,55H,687495.499,6099679.094,-4474108.471,2681910.858,-3658950.087,5.596,219.622,39.622,5001.000,1.40,2456651.518090278,1096
Track,0,-35.228471,149.060261,2013-12-25T00:26:07Z,611.00,222.9,1.25,55H,687491.842,6099674.858,-4474104.434,2681912.599,-3658953.551,6.037,202.139,22.139,5005.000,1.21,2456651.518136574,1097
Track,0,-35.228522,149.060237,2013-12-25T00:26:12Z,611.50,204.9,1.25,55H,687489.451,6099669.315,-4474100.847,2681913.102,-3658958.407,11.617,208.439,28.439,5010.000,1.16,2456651.518194444,1098
Track,0,-35.228614,149.060176,2013-12-25T00:26:22Z,613.60,226.1,1.25,55H,687483.708,6099659.217,-4474094.420,2681915.699,-3658967.963,7.325,206.913,26.913,5020.000,1.22,2456651.518310185,1100
Track,0,-35.228673,149.060139,2013-12-25T00:26:28Z,615.10,207.4,1.25,55H,687480.258,6099652.756,-4474090.534,2681917.236,-3658974.164,6.200,196.322,16.322,5026.000,1.24,2456651.518379630,1101
Track,0,-35.228726,149.060120,2013-12-25T00:26:33Z,615.90,207.8,1.25,55H,687478.392,6099646.843,-4474087.255,2681917.302,-3658979.487,nan,nan,nan,5031.000,nan,2456651.518437500,1102
